Dialogue History,Acts,Belief,Entity,BoW,DB Consistency,Confidence,RANDOM_accuracy,RANDOM_precision,RANDOM_recall,RANDOM_f1,THRESHOLD_accuracy,THRESHOLD_precision,THRESHOLD_recall,THRESHOLD_f1,MAJORITY_accuracy,MAJORITY_precision,MAJORITY_recall,MAJORITY_f1,LOGIT_accuracy,LOGIT_precision,LOGIT_recall,LOGIT_f1,Best Model,Best F1
2,False,False,False,False,False,act + entity,0.41664050235478806,0.3531746031746032,0.26694139194139194,0.2772375616913432,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
1,False,True,False,False,True,none,0.20620094191522761,0.2,0.06356837606837606,0.0957749766573296,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
0,True,False,False,True,False,act,0.3105180533751963,0.2857142857142857,0.20093101343101344,0.2198747680890538,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
2,False,False,True,True,False,act,0.22786499215070646,0.17261904761904762,0.08066239316239317,0.10337885154061624,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
1,False,False,True,False,True,entity,0.12229199372056516,0.1369047619047619,0.09798534798534798,0.0824829931972789,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
1,False,True,False,False,False,act + entity,0.23579277864992151,0.22420634920634921,0.1929945054945055,0.15595238095238093,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
2,False,False,True,True,False,act + entity,0.27684458398744116,0.21428571428571427,0.09607753357753357,0.12120181405895691,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
2,False,False,False,False,True,act + entity,0.23445839874411303,0.22023809523809526,0.13125763125763126,0.13952228327228325,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
0,True,False,False,True,True,act + entity,0.19215070643642074,0.16666666666666666,0.1262973137973138,0.10137987012987014,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
0,False,False,False,False,False,act,0.23634222919937203,0.20833333333333331,0.12355006105006104,0.12380952380952381,0.34678178963893247,0.4424603174603175,0.42292429792429787,0.2962585034013605,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,0.8002354788069075,0.40011773940345374,0.5,0.44085133468592114,LOGIT,0.44085133468592114
