Dialogue History,Acts,Belief,Entity,BoW,DB Consistency,Confidence,RANDOM_accuracy,RANDOM_precision,RANDOM_recall,RANDOM_f1,THRESHOLD_accuracy,THRESHOLD_precision,THRESHOLD_recall,THRESHOLD_f1,MAJORITY_accuracy,MAJORITY_precision,MAJORITY_recall,MAJORITY_f1,LINEARSVM_accuracy,LINEARSVM_precision,LINEARSVM_recall,LINEARSVM_f1,LOGIT_accuracy,LOGIT_precision,LOGIT_recall,LOGIT_f1,RANDOMFOREST_accuracy,RANDOMFOREST_precision,RANDOMFOREST_recall,RANDOMFOREST_f1,MLP_accuracy,MLP_precision,MLP_recall,MLP_f1,NEURAL-DETECTOR_accuracy,NEURAL-DETECTOR_precision,NEURAL-DETECTOR_recall,NEURAL-DETECTOR_f1,Best Model,Best F1
3,False,True,False,False,True,act,0.459375,0.45935132575757576,0.5297332875457875,0.3966939128123339,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6035714285714285,0.5244791666666666,0.5685840201465202,0.49336444805194796,0.7646577380952383,0.41757383241758256,0.526614010989011,0.4601288757538757,0.7476934523809524,0.4812127976190477,0.5651041666666666,0.5130599146224146,0.7405505952380954,0.43253855519480533,0.5379807692307692,0.46653976172295136,THRESHOLD,0.5512220418470418
0,True,False,False,True,False,act,0.4784970238095238,0.4517361111111111,0.4531421703296703,0.3964285714285714,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7507440476190476,0.6002232142857142,0.6530048076923077,0.6081878306878308,0.7139136904761906,0.3733630952380953,0.4676339285714286,0.40959547915366873,0.7982886904761906,0.5489211309523809,0.6432291666666666,0.5831356721981722,0.7399553571428573,0.3788318452380954,0.4859375,0.420689593372783,LOGIT,0.6081878306878308
4,False,False,True,True,False,none,0.49665178571428575,0.4736607142857143,0.5005208333333333,0.4165854978354978,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7275297619047619,0.4703640109890111,0.55347413003663,0.4974151825983722,0.7524553571428573,0.38039434523809534,0.49375,0.4250298711505608,0.7732886904761906,0.4178943452380953,0.53125,0.46252987115056077,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
4,True,True,True,True,True,none,0.4425595238095238,0.4317471590909091,0.4175309065934066,0.37404175685425683,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.696875,0.48613782051282056,0.5890911172161173,0.5156530622155623,0.755059523809524,0.3808779761904763,0.4955357142857143,0.4260580096786993,0.7372767857142858,0.37898065476190484,0.48474702380952384,0.4201396404521404,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
3,True,True,False,True,True,act,0.47492559523809524,0.4921875,0.5169585622710623,0.4143965919701213,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6927083333333334,0.47051282051282056,0.5868589743589744,0.5040789881414881,0.7405505952380954,0.3800831980519482,0.48758012820512825,0.42158354895423855,0.762574404761905,0.4145976419413921,0.5288461538461539,0.45952010952010947,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,THRESHOLD,0.5512220418470418
4,False,True,True,False,True,act,0.5196428571428572,0.4839409722222222,0.5652014652014652,0.44141342940685047,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6739583333333333,0.5421875,0.6108459249084249,0.5385033369408369,0.7584077380952383,0.3812643086080587,0.49759615384615385,0.42719252331321295,0.7685267857142859,0.4504836309523811,0.5572916666666667,0.4920529701779702,0.7271577380952382,0.4004204996392497,0.5057692307692307,0.4372247364704261,THRESHOLD,0.5512220418470418
1,True,False,True,True,False,entity,0.5203125,0.5544507575757575,0.5818395146520148,0.4740365354674565,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.769419642857143,0.6239583333333334,0.7317479395604396,0.6546036371036372,0.7874255952380954,0.4660857371794873,0.5500801282051282,0.49917639592208557,0.8000000000000002,0.6127232142857143,0.7064732142857143,0.6455086580086581,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,LOGIT,0.6546036371036372
2,False,False,True,True,False,act,0.4485863095238095,0.3872996794871795,0.4723500457875458,0.3513661407718902,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7486607142857145,0.5927083333333334,0.6756696428571429,0.6160082972582973,0.7453125000000002,0.3807434752747254,0.49055631868131866,0.423445374070374,0.800669642857143,0.5454241071428572,0.6510416666666666,0.5841466802673699,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,LOGIT,0.6160082972582973
1,False,False,True,False,True,entity,0.5205357142857143,0.5270833333333333,0.5258184523809524,0.4566892343982127,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6640625,0.6197916666666666,0.6827896062271063,0.5999792684167684,0.7348958333333335,0.41459764194139204,0.5093063186813187,0.4499605255855255,0.8083333333333336,0.5845982142857143,0.6767857142857143,0.6187229437229439,0.6985863095238096,0.39668898809523817,0.48803228021978023,0.42734172681183547,MLP,0.6187229437229439
4,False,True,False,True,False,act + entity,0.4912946428571428,0.465625,0.4661401098901099,0.40905022664533536,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.716592261904762,0.4453640109890111,0.5266884157509157,0.47461456367706367,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.755059523809524,0.3808779761904763,0.4955357142857143,0.4260580096786993,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
3,False,True,True,False,False,none,0.5540922619047619,0.5369791666666667,0.5707589285714285,0.4815521284271284,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6557291666666666,0.5791666666666666,0.6247309981684982,0.5621645021645022,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7673363095238097,0.4357514880952382,0.55625,0.4810483896690793,0.7515625000000001,0.4172855790043291,0.5177884615384616,0.45570116744685707,LOGIT,0.5621645021645022
1,False,True,False,False,False,act + entity,0.4341517857142857,0.40680803571428564,0.4077152014652015,0.3475823792435635,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6759672619047619,0.6119791666666666,0.7075950091575092,0.6032045153920154,0.7558779761904763,0.4823660714285716,0.5785714285714286,0.5187275687275688,0.8256696428571431,0.5891741071428571,0.6822916666666666,0.6240500240500241,0.7826636904761907,0.49159226190476196,0.5848214285714286,0.5268461104668001,MLP,0.6240500240500241
2,False,False,True,True,False,act + entity,0.4179315476190476,0.3651041666666666,0.4025583791208791,0.3072383498854087,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7906994047619048,0.6526041666666667,0.7454384157509159,0.6774015567765568,0.7479910714285716,0.38022264194139205,0.4913461538461539,0.4237834324041221,0.7652529761904763,0.4498139880952382,0.5546875,0.4905970007801904,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,LOGIT,0.6774015567765568
2,False,False,False,False,True,act + entity,0.590625,0.5313864087301587,0.5756639194139195,0.5001082251082252,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6764880952380952,0.6119791666666666,0.691180173992674,0.5855320479641132,0.6735863095238096,0.3606406614219115,0.43517628205128206,0.388518928389618,0.7565476190476192,0.4676110347985349,0.5794413919413919,0.5092589123839124,0.700372023809524,0.39555938852813866,0.48942307692307696,0.42616989457319293,LOGIT,0.5855320479641132
1,False,True,True,True,False,entity,0.45260416666666664,0.37717013888888884,0.3997996794871795,0.32963659663816985,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7716517857142858,0.634375,0.7341517857142857,0.6563135938135939,0.7837053571428574,0.4231026785714287,0.53125,0.4659389620596517,0.7955357142857143,0.5792410714285714,0.6752232142857143,0.6131012506012506,0.7435267857142859,0.3800223214285715,0.48894230769230773,0.4224372785579682,LOGIT,0.6563135938135939
4,True,False,False,True,True,act,0.5207589285714286,0.49821428571428567,0.5316735347985349,0.44898432159945323,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7364583333333333,0.5069711538461539,0.6165464743589744,0.5422238294113294,0.7539434523809526,0.39148065476190486,0.5240384615384616,0.4380202825105373,0.7607886904761907,0.41633184523809535,0.5234375,0.458189593372783,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
0,True,False,False,True,True,act + entity,0.6081845238095237,0.553422619047619,0.6036630036630037,0.5192684806135893,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7794642857142858,0.6697916666666667,0.7571714743589745,0.6876074735449735,0.7308035714285716,0.3779532967032968,0.4804830586080586,0.41770463332963326,0.7732886904761906,0.47392113095238103,0.5807291666666667,0.5133080859912755,0.7399553571428573,0.3788318452380954,0.4859375,0.420689593372783,LOGIT,0.6876074735449735
1,False,True,True,True,True,none,0.434077380952381,0.46448412698412694,0.5117330586080585,0.3658730158730159,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7763392857142858,0.6708333333333334,0.7616071428571429,0.6873015873015873,0.7740327380952383,0.42032680860805877,0.5288461538461539,0.46290680902749864,0.7785714285714287,0.5736607142857143,0.6700148809523809,0.6080695346320346,0.7348958333333334,0.3796367694805196,0.4843063186813187,0.4198243885743886,LOGIT,0.6873015873015873
3,True,False,True,True,True,act,0.49196428571428574,0.4526041666666667,0.48561126373626373,0.410636816225346,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6927083333333334,0.47051282051282056,0.5868589743589744,0.5040789881414881,0.7393601190476191,0.37990212912087923,0.4867101648351649,0.421382437007437,0.7482142857142857,0.44836309523809537,0.5450148809523809,0.48533174001924,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,THRESHOLD,0.5512220418470418
4,False,True,True,True,False,act + entity,0.4992559523809524,0.4744791666666666,0.4914434523809524,0.41410249107617525,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7439732142857143,0.5423878205128205,0.6141884157509159,0.5653553044178045,0.7584077380952383,0.3812643086080587,0.49759615384615385,0.4271925233132129,0.7607886904761906,0.4163318452380953,0.5234375,0.458189593372783,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,LOGIT,0.5653553044178045
0,True,True,True,True,True,act,0.5684523809523809,0.4695684523809524,0.6059237637362638,0.4556051587301587,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7638392857142857,0.665625,0.7515625,0.6812334656084655,0.8021577380952383,0.4656393086080587,0.5600961538461539,0.5035814122021018,0.7699404761904762,0.5068452380952382,0.6075148809523809,0.5433345410177306,0.7399553571428573,0.3788318452380954,0.4859375,0.420689593372783,LOGIT,0.6812334656084655
3,True,False,False,False,True,act,0.5357886904761905,0.5018601190476191,0.5754979395604396,0.4576608476064998,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.653422619047619,0.5666666666666668,0.6351762820512821,0.5513425925925926,0.7316220238095239,0.4216010551948053,0.5331730769230769,0.459156005684304,0.7636904761904764,0.4476934523809525,0.5580357142857143,0.49079300329300324,0.7152529761904763,0.37756696428571435,0.47307692307692306,0.41263454103783936,LOGIT,0.5513425925925926
3,True,True,True,False,False,act,0.5561755952380951,0.5171502976190476,0.5380723443223443,0.45592235797827896,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6949404761904763,0.5796875,0.676963141025641,0.592051917989418,0.7734375000000001,0.5502232142857143,0.6644917582417582,0.5819481560106561,0.7672619047619048,0.5023065476190477,0.6129235347985348,0.5434514790764792,0.7664434523809526,0.4185639880952382,0.5264423076923077,0.46056859168928127,LOGIT,0.592051917989418
3,False,True,True,True,False,none,0.43630952380952387,0.44737215909090905,0.42352335164835164,0.3647648358585859,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7147321428571429,0.5215544871794873,0.6221039377289378,0.5431025571650572,0.7686011904761906,0.45290178571428585,0.5540178571428571,0.49193087005587005,0.7670386904761907,0.45070684523809534,0.5546875,0.49114849271099265,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,THRESHOLD,0.5512220418470418
3,True,True,True,True,True,act + entity,0.4804315476190476,0.4225818452380953,0.410989010989011,0.38190611471861474,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7046875,0.4871794871794872,0.593555402930403,0.5188581904206905,0.7545386904761907,0.3811154990842492,0.4955357142857143,0.426044326044326,0.7411458333333334,0.41229109432234445,0.5158253205128205,0.4523753445628445,0.7539434523809526,0.38106398809523817,0.4951923076923077,0.42584636946705906,THRESHOLD,0.5512220418470418
0,True,True,True,False,True,act,0.5562499999999999,0.490265376984127,0.549948489010989,0.43603670634920627,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7041666666666667,0.6072916666666668,0.7001316391941392,0.6092777014652014,0.7345982142857144,0.3963169642857144,0.5091346153846154,0.4339071859653756,0.7502976190476192,0.47938988095238105,0.5788690476190477,0.5170815295815295,0.7051339285714286,0.3766605790043291,0.4669986263736264,0.40965603840603837,LOGIT,0.6092777014652014
4,True,False,False,True,True,none,0.5777529761904763,0.5777777777777778,0.5843578296703297,0.5152935606060606,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7319940476190476,0.5067708333333334,0.6141426282051282,0.5408776755651755,0.7482886904761906,0.3802455357142858,0.4915178571428572,0.4238753145003145,0.7732886904761906,0.4178943452380953,0.53125,0.46252987115056077,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
0,False,False,False,False,False,act,0.4921130952380952,0.474702380952381,0.48931433150183146,0.40349417578035995,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6261904761904762,0.41937385531135535,0.4574690934065934,0.42592078060828054,0.7412946428571429,0.4544270833333335,0.5310096153846153,0.4826787269244166,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.740029761904762,0.45412087912087923,0.5303342490842491,0.4819365819365819,THRESHOLD,0.5512220418470418
3,False,True,False,False,False,none,0.5486607142857143,0.5122395833333333,0.5086767399267399,0.47431860902255635,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6180803571428571,0.5739583333333333,0.6262763278388279,0.5302023535039839,0.7383184523809525,0.37976190476190486,0.48626373626373626,0.42071816433885395,0.7702380952380954,0.5176339285714286,0.6142857142857143,0.5545135420135421,0.755059523809524,0.3808779761904763,0.4955357142857143,0.4260580096786993,MLP,0.5545135420135421
4,False,True,True,True,False,entity,0.5499255952380953,0.5197544642857143,0.5837568681318681,0.471480833319363,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7439732142857143,0.5423878205128205,0.6141884157509159,0.5653553044178045,0.762872023809524,0.3992931547619049,0.5288461538461539,0.4491797028003924,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,LOGIT,0.5653553044178045
4,False,False,True,True,False,act + entity,0.46525297619047623,0.42343749999999997,0.36830929487179487,0.37128156930788503,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7249255952380953,0.4495306776556777,0.5266884157509157,0.4770091996923893,0.7497767857142859,0.38054315476190487,0.49255952380952384,0.4244799182299182,0.7732886904761906,0.4178943452380953,0.53125,0.46252987115056077,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
4,False,False,True,False,False,act,0.6141369047619046,0.5902777777777778,0.6520604395604395,0.540833227230286,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.6148809523809524,0.5317708333333333,0.5865384615384616,0.5213277116402116,0.7194196428571429,0.3984289148351649,0.4997309981684982,0.43453438922188914,0.7717261904761906,0.5020089285714286,0.6098214285714286,0.5386705886705887,0.7212053571428573,0.4511780753968255,0.5503605769230769,0.4743612804819701,THRESHOLD,0.5512220418470418
0,False,False,False,True,True,act,0.5255952380952381,0.53183170995671,0.5492330586080585,0.4622062969924813,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7652529761904764,0.6119791666666665,0.6979452838827839,0.6318010114885116,0.7354910714285715,0.378660141941392,0.4835336538461539,0.41944315462634424,0.8304315476190477,0.6245907738095238,0.7109375,0.6547455258662156,0.7354910714285715,0.378660141941392,0.4835336538461539,0.41944315462634424,MLP,0.6547455258662156
4,False,False,True,True,True,act + entity,0.5341517857142858,0.4841517857142857,0.49663461538461545,0.4378781945393787,0.5930803571428571,0.6440104166666667,0.7133127289377288,0.5512220418470418,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.762872023809524,0.381436011904762,0.5,0.42843896205965165,0.7395089285714286,0.5047390109890111,0.5891884157509157,0.5329478970103969,0.7497767857142859,0.3809437957875459,0.49296016483516486,0.42479152791652786,0.7837053571428573,0.49029017857142865,0.5859375,0.5270027246859144,0.7494791666666669,0.3808272456709958,0.49278846153846156,0.4243880361337257,THRESHOLD,0.5512220418470418
